	Property Name	Property Location	Price	Property Info
165	Bandar Bukit Puchong, BP 1	Jalan BP 1, Puchong, Selangor	RM 570,000MUST SEE	Landed4 beds3 bath2 carparkRM 527/sqft1,080 sqft
166	Main Place Residence	49, Jalan USJ 21/10, off LDP Highway, USJ, Selangor	RM 495,000MUST SEE	Non Landed3 beds2 bathRM 543/sqft910 sqft
167	Jalan Puchong Utama 12/4	J, Pandan Perdana, Selangor	RM 510,000MUST SEE	Landed4 beds3 bath2 carparkRM 472/sqft1,080 sqft
168	Taman Kinrara Seksyen 4	Jalan TK 4, Puchong, Selangor	RM 188,000MUST SEE	Non Landed3 beds2 bathRM 301/sqft624 sqft
169	Jalan Taman Bukit Kinrara 1/4	J, Bandar Kinrara Puchong, Selangor	RM 660,000MUST SEE	Landed4 beds3 bath2 carparkRM 458/sqft1,440 sqft
170	Putra Heights	Jalan Putra Bistari, Subang Jaya, Selangor	RM 1,320,000MUST SEE	Landed5 + 1 beds6 bath3 carparkRM 517/sqft2,550 sqft
171	Jalan Tiong 4	Jalan Tiong 4, Puchong, Selangor	RM 450,000MUST SEE	Landed3 beds2 bathRM 545/sqft825 sqft
172	Mutiara Puchong	Jalan Tmp 3, Mutiara Puchong, Puchong, Selangor	RM 650,000MUST SEE	Landed4 beds3 bathRM 393/sqft1,650 sqft
173	Jalan Bayan	Jalan Bayan, Puchong, Selangor	RM 1,100,000MUST SEE	Landed5 beds4 bath2 carparkRM 572/sqft1,920 sqft
174	Jalan Bayan 2	Jalan Bayan, Puchong, Selangor	RM 1,100,000MUST SEE	Landed5 beds4 bath3 carparkRM 572/sqft1,920 sqft
175	Arcadia	Jalan USJ 11/2J, USJ, Selangor	RM 600,000MUST SEE	Non Landed3 beds2 bath1 carparkRM 555/sqft1,080 sqft
176	Main Place Residence	49, Jalan USJ 21/10, off LDP Highway, USJ, Selangor	RM 300,000MUST SEE	Non LandedStudio1 bathRM 715/sqft419 sqft
177	USJ Heights	Jalan USJ Heights 1/1A, USJ Heights, Selangor	RM 1,500,000MUST SEE	Landed6 beds6 bathRM 781/sqft1,920 sqft
178	USJ Heights	Jalan USJ Heights 1/1A, USJ Heights, Selangor	RM 1,800,000MUST SEE	Landed6 beds6 bathRM 937/sqft1,920 sqft
179	Jalan SS 19/6C	Jalan SS19 /6, Subang Jaya, Selangor	RM 520,000MUST SEE	Landed2 beds2 bath2 carparkRM 722/sqft720 sqft
180	SS 19	Jalan SS 19/1, Subang Jaya, Selangor	RM 460,000MUST SEE	Landed2 beds2 bathRM 638/sqft720 sqft
181	Mutiara Puchong	Jalan Tmp 3, Mutiara Puchong, Puchong, Selangor	RM 930,000MUST SEE	Landed4 beds3 bathRM 664/sqft1,400 sqft
182	Bandar Bukit Puchong, BP 1	Jalan BP 1, Puchong, Selangor	RM 570,000MUST SEE	Landed4 beds3 bath2 carparkRM 527/sqft1,080 sqft
183	Main Place Residence	49, Jalan USJ 21/10, off LDP Highway, USJ, Selangor	RM 495,000MUST SEE	Non Landed3 beds2 bathRM 543/sqft910 sqft
184	Jalan Puchong Utama 12/4	J, Pandan Perdana, Selangor	RM 510,000MUST SEE	Landed4 beds3 bath2 carparkRM 472/sqft1,080 sqft
185	Taman Kinrara Seksyen 4	Jalan TK 4, Puchong, Selangor	RM 188,000MUST SEE	Non Landed3 beds2 bathRM 301/sqft624 sqft
186	Jalan Taman Bukit Kinrara 1/4	J, Bandar Kinrara Puchong, Selangor	RM 660,000MUST SEE	Landed4 beds3 bath2 carparkRM 458/sqft1,440 sqft
187	Putra Heights	Jalan Putra Bistari, Subang Jaya, Selangor	RM 1,320,000MUST SEE	Landed5 + 1 beds6 bath3 carparkRM 517/sqft2,550 sqft
188	Jalan Tiong 4	Jalan Tiong 4, Puchong, Selangor	RM 450,000MUST SEE	Landed3 beds2 bathRM 545/sqft825 sqft
189	Mutiara Puchong	Jalan Tmp 3, Mutiara Puchong, Puchong, Selangor	RM 650,000MUST SEE	Landed4 beds3 bathRM 393/sqft1,650 sqft
190	Jalan Bayan	Jalan Bayan, Puchong, Selangor	RM 1,100,000MUST SEE	Landed5 beds4 bath2 carparkRM 572/sqft1,920 sqft
191	Jalan Bayan 2	Jalan Bayan, Puchong, Selangor	RM 1,100,000MUST SEE	Landed5 beds4 bath3 carparkRM 572/sqft1,920 sqft
192	Arcadia	Jalan USJ 11/2J, USJ, Selangor	RM 600,000MUST SEE	Non Landed3 beds2 bath1 carparkRM 555/sqft1,080 sqft
193	Main Place Residence	49, Jalan USJ 21/10, off LDP Highway, USJ, Selangor	RM 300,000MUST SEE	Non LandedStudio1 bathRM 715/sqft419 sqft
194	USJ Heights	Jalan USJ Heights 1/1A, USJ Heights, Selangor	RM 1,500,000MUST SEE	Landed6 beds6 bathRM 781/sqft1,920 sqft
195	USJ Heights	Jalan USJ Heights 1/1A, USJ Heights, Selangor	RM 1,800,000MUST SEE	Landed6 beds6 bathRM 937/sqft1,920 sqft
196	Jalan SS 19/6C	Jalan SS19 /6, Subang Jaya, Selangor	RM 520,000MUST SEE	Landed2 beds2 bath2 carparkRM 722/sqft720 sqft
197	SS 19	Jalan SS 19/1, Subang Jaya, Selangor	RM 460,000MUST SEE	Landed2 beds2 bathRM 638/sqft720 sqft
198	Putra Heights	Jalan Putra Bistari, Subang Jaya, Selangor	RM 700,000MUST SEE	Landed4 beds3 bath2 carparkRM 500/sqft1,400 sqft
199	Isola	Jalan SS 16/1, Subang Jaya, Selangor	RM 850,000MUST SEE	Non Landed2 beds2 bathRM 830/sqft1,023 sqft
200	The Glades	Jalan Putra Perdana, Putra Heights, Selangor	RM 1,600,000MUST SEE	Non Landed5 beds5 bath2 carparkRM 457/sqft3,500 sqft
201	The Glades	Jalan Putra Perdana, Putra Heights, Selangor	RM 1,600,000MUST SEE	Non Landed5 beds5 bath2 carparkRM 457/sqft3,500 sqft
202	Three Storey Cluster Semi-D Link The Pearl	88, Klang, Selangor	RM 1,450,000MUST SEE	Landed5 + 1 beds6 bathRM -- sqft
203	Taman Sentosa	Jalan Sentosa, Klang, Selangor	RM 688,000MUST SEE	Landed4 beds3 bathRM -- sqft
204	Taman Sentosa	Jalan Sentosa, Klang, Selangor	RM 765,000MUST SEE	Landed4 beds3 bathRM -- sqft
205	Taman Sentosa	Jalan Sentosa, Klang, Selangor	RM 455,000MUST SEE	Landed4 beds3 bathRM -- sqft
206	Bandar Mahkota Cheras	Persiaran Mahkota Cheras, Cheras, Selangor	RM 690,000MUST SEE	Landed4 beds3 bath2 carparkRM 460/sqft1,500 sqft
207	Zeyheri, Setia Utama 2	Setia Alam, Selangor	RM 1,050,000MUST SEE	Landed6 beds6 bath2 carparkRM 777/sqft1,350 sqft
208	Jalan Rantau Panjang	Klang, Selangor	RM 435,000MUST SEE	Landed4 beds2 bath2 carparkRM 158/sqft2,747 sqft
209	Bukit Bandaraya U11	Jalan U11/x, Shah Alam, Selangor	RM 650,000MUST SEE	Landed4 beds3 bath2 carparkRM 386/sqft1,680 sqft
210	Ambang Botanic	Jalan Ambang Botanic, Bandar Botanic, Bukit Tinggi, Bandar Botanic/Bandar Bukit Tinggi, Selangor	RM 1,450,000MUST SEE	Landed4 beds4 bathRM 339/sqft4,275 sqft
211	Taman Sri Istana	Lorong Raja Jumaat, Klang, Selangor	RM 1,600,000MUST SEE	Landed5 + 1 beds6 bathRM 308/sqft5,188 sqft
212	Bandar Seri Putra	Jalan Seri Putra, Bangi, Selangor	RM 850,000MUST SEE	Landed4 + 1 beds3 bathRM 257/sqft3,300 sqft
213	Bandar Seri Putra	Jalan Seri Putra, Bangi, Selangor	RM 1,250,000MUST SEE	Landed6 beds6 bath3 carparkRM 390/sqft3,200 sqft
214	Taman Desa Seputeh	Jalan Desa Seputeh 5, Taman Desa Seputeh, Seputeh, Kuala Lumpur	RM 4,380,000MUST SEE	Landed4 beds5 bathRM 733/sqft5,970 sqft
215	Petaling Jaya Jalan Gasing bungalow land for sale	Petaling Jaya, Selangor	RM 4,500,000MUST SEE	Landed- beds- bathRM 342/sqft13,136 sqft
216	The Peak @ Taman TAR	Off Jalan Sultan, Ampang, Selangor	RM 7,299,990MUST SEE	Landed- beds- bathRM 270/sqft27,037 sqft
217	Damansara Heights Persiaran Bruas prime bungalow 	jalan bruas, Damansara Heights, Kuala Lumpur	RM 17,400,000MUST SEE	Landed- beds- bathRM 580/sqft30,000 sqft
218	Taman Puchong Indah	Jalan Indah, Puchong, Selangor	RM 495,000MUST SEE	Landed4 beds3 bathRM 353/sqft1,400 sqft
219	Taman Sri Serdang	Off Jalan Raya 3, Seri Kembangan, Selangor	RM 320,000MUST SEE	Landed2 beds2 bathRM 323/sqft990 sqft
220	Seksyen 27, Shah Alam (Taman Bunga Negara)	1, Shah Alam, Selangor	RM 435,000MUST SEE	Landed3 beds2 bath1 carparkRM 362/sqft1,200 sqft
221	Avens Residence @ Southville City	Jalan BBLS, Bangi, Selangor	RM 1,100,000MUST SEE	Landed6 + 1 beds6 bath3 carparkRM 423/sqft2,600 sqft
222	Bungalow Sell under bank value at Ampang !!	Ampang, Kuala Lumpur	RM 3,800,000MUST SEE	Landed6 + 1 beds8 bath6 carparkRM 459/sqft8,277 sqft
223	Ampang Bungalow Sell under bank value!!	Ampang, Kuala Lumpur	RM 3,800,000MUST SEE	Landed6 + 1 beds8 bath6 carparkRM 459/sqft8,277 sqft
224	Villa Kesuma, Bandar Tasik Kesuma	Jalan Kesume, Semenyih, Selangor	RM 395,000MUST SEE	Landed3 beds2 bath2 carparkRM 156/sqft2,520 sqft
225	Seksyen 4, Bandar Baru Bangi	Bangi, Selangor	RM 870,000MUST SEE	Landed4 beds3 bath2 carparkRM 290/sqft3,000 sqft
226	Seksyen 8, Petaling Jaya	Petaling Jaya, Selangor	RM 580,000MUST SEE	Landed4 beds2 bathRM -- sqft
227	Seksyen 8, Petaling Jaya	Petaling Jaya, Selangor	RM 580,000MUST SEE	Landed4 beds2 bathRM -- sqft
228	Seksyen 8, Petaling Jaya	Petaling Jaya, Selangor	RM 580,000MUST SEE	Landed4 beds2 bathRM -- sqft
229	Nadayu 92	9 Jalan P6/2, Bandar Teknologi Kajang, Semenyih, Selangor	RM 1,170,000MUST SEE	Landed5 beds4 bath2 carparkRM 454/sqft2,572 sqft
230	Seksyen 8, Bandar Baru Bangi	Jalan 8, Bangi, Selangor	RM 650,000MUST SEE	Landed5 beds4 bath2 carparkRM 445/sqft1,460 sqft
231	Ceria Residences	Persiaran Sepang, Cyberjaya, Selangor	RM 1,100,000MUST SEE	Landed5 beds3 bath2 carparkRM 625/sqft1,760 sqft
232	Kajang Freehold Bungalow For Sale!!	Kajang, Selangor	RM 2,980,000MUST SEE	Landed7 beds5 bathRM 516/sqft5,768 sqft
233	Ampang Freehold Semi d selling rm 1.68mil	Jalan ampang, Ampang, Kuala Lumpur	RM 1,680,000MUST SEE	Landed6 beds6 bath4 carparkRM 593/sqft2,830 sqft
234	Damansara Heights Persiaran Bruas prime bungalow 	jalan bruas, Damansara Heights, Kuala Lumpur	RM 33,000,000MUST SEE	Landed- beds- bathRM 550/sqft60,000 sqft
235	Lake Fields - Grove	Jalan Damai, Taman Tasik Damai, Sungai Besi, Kuala Lumpur	RM 2,390,000MUST SEE	Landed5 beds5 bathRM 746/sqft3,200 sqft
236	Senja Residence	Jalan Anggerik, Bluwater Estate, Seri Kembangan, Selangor	RM 2,650,000MUST SEE	Landed5 beds6 bathRM 587/sqft4,508 sqft
237	Bukit Gita Bayu	Jalan Bayu, Seri Kembangan, Selangor	RM 3,980,000MUST SEE	Landed7 beds8 bath5 carparkRM 544/sqft7,309 sqft
238	BUNGALOW with Lift & Pool KUCHAI LAMA FOR SALE!!	Kuchai Lama, Kuala Lumpur	RM 5,000,000MUST SEE	Landed6 + 1 beds7 bath4 carparkRM 674/sqft7,416 sqft
239	Senja Residence	Jalan Anggerik, Bluwater Estate, Seri Kembangan, Selangor	RM 2,650,000MUST SEE	Landed5 beds6 bathRM 587/sqft4,508 sqft
240	Jalan Gasing	Petaling Jaya, Selangor	RM 4,800,000MUST SEE	Landed- beds- bathRM 365/sqft13,136 sqft
241	Jalan Gasing	Petaling Jaya, Selangor	RM 4,800,000MUST SEE	Landed- beds- bathRM 365/sqft13,136 sqft
242	Cheras freehold Semi D Zen Park 5010sqft land area	Cheras, Kuala Lumpur	RM 1,980,000MUST SEE	Landed6 beds6 bathRM 395/sqft5,010 sqft
243	Fire Sale Semi D Freehold 2.5 storey FOR SALE!!	Taman Desa, Kuala Lumpur	RM 2,300,000MUST SEE	Landed5 beds5 bathRM 638/sqft3,602 sqft
244	Freehold Semi d at jalan ampang selling rm 1.68mil	Jalan ampang, Ampang, Kuala Lumpur	RM 1,680,000MUST SEE	Landed6 beds6 bath4 carparkRM 593/sqft2,830 sqft
245	Seri Hijauan	Jalan Bukit Hijau 26/24, Section 26, Shah Alam, Selangor	RM 500,000MUST SEE	Non Landed3 beds2 bathRM 430/sqft1,162 sqft
246	Bandar Bukit Puchong	Jalan Bukit Puchong, Puchong, Selangor	RM 348,888MUST SEE	Landed4 + 1 beds4 bath4 carparkRM -- sqft
247	Taman Kajang Utama	Kajang, Selangor	RM 380,000MUST SEE	Landed4 + 1 beds4 bath4 carparkRM -- sqft
248	Kajang 2	Jalan Reko, Kajang, Selangor	RM 503,222MUST SEE	Landed4 + 1 beds4 bath4 carparkRM -- sqft
249	SS 18	Jalan SS 18/1, Subang Jaya, Selangor	RM 808,000MUST SEE	Landed4 beds3 bathRM 489/sqft1,650 sqft
250	Kampung Sungai Kayu Ara	Kayu Ara, Selangor	RM 10,500,000MUST SEE	Landed- beds- bathRM 311/sqft33,745 sqft
251	CHEAPEST 2 Storey Teres Bukit Sentosa Taman Ros Perodua HQ Rawang	Jalan Ros 2a/1, Rawang, Selangor	RM 290,000MUST SEE	Landed4 beds3 bathRM -- sqft
252	Bandar Bukit Mahkota Bangi	Bangi, Selangor	RM 560,000MUST SEE	Landed3 beds3 bathRM -- sqft
253	Seksyen 7, Shah Alam	Persiaran Kayangan, Shah Alam, Selangor	RM 1,750,000MUST SEE	Landed7 beds5 bathRM 393/sqft4,446 sqft
254	Seksyen 7, Shah Alam	Persiaran Kayangan, Shah Alam, Selangor	RM 1,600,000MUST SEE	Landed6 beds5 bathRM 386/sqft4,140 sqft
255	Seksyen 7, Shah Alam	Persiaran Kayangan, Shah Alam, Selangor	RM 3,400,000MUST SEE	Landed7 beds8 bathRM 265/sqft12,819 sqft
256	Kampung Sungai Penchala	Jalan Palimbayan Indah, Taman Tun Dr Ismail, Kuala Lumpur	RM 3,600,000MUST SEE	Landed6 beds6 bathRM 486/sqft7,400 sqft
257	Sri TTDI	Lorong Rahim Kajai 14, Taman Tun Dr Ismail, Kuala Lumpur	RM 720,000MUST SEE	Non Landed3 beds2 bathRM 720/sqft1,000 sqft
258	Taman Bukit Permata	Jalan BP 6, Gombak, Selangor	RM 1,250,000MUST SEE	Landed4 beds4 bathRM 456/sqft2,736 sqft
259	Seksyen 6, Shah Alam	Section 6, Shah Alam, Selangor	RM 2,100,000MUST SEE	Landed5 beds5 bathRM 173/sqft12,084 sqft
260	Oakleaf Park	Persiaran Bukit Jaya, Bukit Antarabangsa, Ulu Kelang, Selangor	RM 300,000MUST SEE	Non Landed3 beds2 bath1 carparkRM 279/sqft1,074 sqft
261	CORNER LOT 2 Storey Terrance Tmn Lestari Putra Paragon 93 (LEP 3) Seri Kembangan	Seri Kembangan, Selangor	RM 1,100,000MUST SEE	Landed4 beds3 bath2 carparkRM 346/sqft3,179 sqft
262	Seksyen U10	Seksyen U10, Shah Alam, Selangor	RM 1,350,000MUST SEE	Landed8 beds6 bathRM 152/sqft8,865 sqft
263	Bandar Puncak Alam	Lorong Gugusan Alam, Bandar Puncak Alam, Selangor	RM 450,000MUST SEE	Landed4 beds3 bathRM -- sqft
264	GROUND FLOOR Townhouse Simfoni Perdana Alam Perdana Puncak Alam	Bandar Puncak Alam, Selangor	RM 368,000MUST SEE	Landed3 beds2 bath2 carparkRM -- sqft
265	Bukit Bandaraya U11	Jalan U11/x, Shah Alam, Selangor	RM 650,000MUST SEE	Landed4 beds3 bathRM -- sqft
266	Seksyen 8, Shah Alam	Section 8, Shah Alam, Selangor	RM 800,000MUST SEE	Landed5 beds5 bathRM -- sqft
267	Marbella @ D'Kayangan	Seksyen 13, Shah Alam, Selangor	RM 1,380,000MUST SEE	Landed5 beds6 bathRM -- sqft
268	USJ 4	Jalan USJ 4/1, USJ, Selangor	RM 800,000MUST SEE	Landed3 + 1 beds3 bathRM 484/sqft1,650 sqft
269	Residensi Adelia @ Bangi Avenue	Taman, Jalan Bangi Avenue 6/2, Bangi Avenue, 43000 Kajang, Selangor, Bangi, Selangor	RM 330,000MUST SEE	Non Landed3 beds3 bath2 carparkRM 304/sqft1,082 sqft
270	Residensi Aurora	Taman Sains Selangor 2, Cyberjaya, Selangor	RM 937,800MUST SEE	Landed5 beds5 bathRM 515/sqft1,820 sqft
271	Cahaya SPK (Cahaya Heights)	Jalan Hijau Serindit U9/9, Seksyen U9, Shah Alam, Selangor	RM 748,000MUST SEE	Landed5 beds5 bathRM 389/sqft1,920 sqft
272	Taman Koperasi Cuepacs	Jalan Cuepacs, Taman Koperasi Cuepacs, Kajang, Selangor	RM 650,000MUST SEE	Landed5 beds4 bathRM -- sqft
273	Residensi Aurora	Taman Sains Selangor 2, Cyberjaya, Selangor	RM 855,000MUST SEE	Landed6 beds6 bath4 carparkRM -- sqft
274	Laman View	Cyberjaya, Selangor	RM 830,000MUST SEE	Landed- beds- bathRM 538/sqft1,540 sqft
275	Taman Villa Perdana	Jalan Kajang Perdana, Kajang, Selangor	RM 1,750,000MUST SEE	Landed7 + 1 beds6 bath5 carparkRM 486/sqft3,600 sqft
276	Surian Condominium	Jalan PJU 7/12b, Mutiara Damansara, Selangor	RM 1,350,000MUST SEE	Non Landed5 beds4 bathRM 605/sqft2,228 sqft
277	SS 18	Jalan SS 18/1, Subang Jaya, Selangor	RM 928,000MUST SEE	Landed4 beds3 bath2 carparkRM 496/sqft1,870 sqft
278	Jalan Cahaya 6	Salak Selatan, Kuala Lumpur	RM 650,000MUST SEE	Landed4 + 1 beds3 bathRM 422/sqft1,540 sqft
279	Bandar Baru Sri Petaling	Jalan Pasai, Jalan Wan Empok, Jalan Wan Malini, Bandar Baru Sri Petaling, Kuala Lumpur	RM 590,000MUST SEE	Landed3 beds2 bath2 carparkRM 368/sqft1,600 sqft
280	Desaminium Flora	Jalan Rimba, Lestari Perdana, Taman Desaminium, Puchong South, Selangor	RM 208,000MUST SEE	Non Landed3 beds2 bath1 carparkRM 244/sqft850 sqft
281	Bandar Baru Sri Petaling	Jalan Pasai, Jalan Wan Empok, Jalan Wan Malini, Bandar Baru Sri Petaling, Kuala Lumpur	RM 580,000MUST SEE	Non Landed4 beds3 bath3 carparkRM 446/sqft1,300 sqft
282	[PURE RESIDENTIAL ]below market price monthly 1200	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 495,000MUST SEE	Non Landed3 beds2 bath2 carparkRM 412/sqft1,200 sqft
283	Est8 @ Seputeh	Jalan Taman Seputeh, Seputeh, Kuala Lumpur	RM 380,000MUST SEE	Non Landed3 beds2 bath2 carparkRM 422/sqft900 sqft
284	Taman Dahlia, Sepang	Jalan Dahlia Pewira, Sepang, Selangor	RM 230,000MUST SEE	Non Landed2 beds2 bathRM 450/sqft510 sqft
285	1 Price with 2 key cheap price good for investmet	Dengkil, Selangor	RM 199,000MUST SEE	Non Landed2 beds2 bathRM 369/sqft538 sqft
286	Rooftop infinity pool KLCC VIEW 3R3B LOW DENSITY	Kenny Hills (Bukit Tunku), Kuala Lumpur	RM 598,000MUST SEE	Non Landed3 beds3 bath2 carparkRM 529/sqft1,129 sqft
287	Houzkey program!no progressive interest ! KL CITY 	Bangsar South, Kuala Lumpur	RM 550,000MUST SEE	Non Landed4 beds3 bath2 carparkRM 357/sqft1,538 sqft
288	Desa Impian	Jalan Ikan Tenggiri, Port Klang, Selangor	RM 400,000MUST SEE	Landed4 beds2 bathRM 115/sqft3,465 sqft
289	Tropicana Golf & Country Resort	Jalan Kelab Tropicana, Tropicana, Selangor	RM 1,500,000MUST SEE	Landed4 + 1 beds3 bath2 carparkRM 600/sqft2,500 sqft
290	9 seputeh	Jalan 2/110a, Pantai Dalam/Kerinchi, Kuala Lumpur	RM 487,600MUST SEE	Non Landed3 beds2 bath2 carparkRM 545/sqft894 sqft
291	Novum @ Bangsar South	Jalan Kerinchi Kiri 2, Pantai Dalam/Kerinchi, Kuala Lumpur	RM 496,800MUST SEE	Non Landed3 beds2 bath2 carparkRM 567/sqft876 sqft
292	Tria Seputeh	No.1, Jalan Telok Datok, Seputeh, Kuala Lumpur	RM 521,888MUST SEE	Non Landed3 beds2 bath2 carparkRM 600/sqft869 sqft
293	Residensi Bukit Jalil	Jalan Bukit Jalil Indah 1, Bukit Jalil, Kuala Lumpur	RM 478,800MUST SEE	Non Landed3 beds2 bath2 carparkRM 527/sqft907 sqft
294	The Park 2 @ Pavillion	Bukit Jalil, Kuala Lumpur	RM 468,788MUST SEE	Non Landed3 beds2 bath2 carparkRM 552/sqft849 sqft
295	Cyberjaya	Persiaran Apec, Persiaran Multimedia, Cyberjaya, Selangor	RM 385,443MUST SEE	Landed4 beds3 bathRM -- sqft
296	Cyberjaya	Persiaran Apec, Persiaran Multimedia, Cyberjaya, Selangor	RM 917,800MUST SEE	Landed4 beds3 bathRM -- sqft
297	Cyberjaya	Persiaran Apec, Persiaran Multimedia, Cyberjaya, Selangor	RM 872,888MUST SEE	Landed4 beds3 bathRM -- sqft
298	Cyberjaya	Persiaran Apec, Persiaran Multimedia, Cyberjaya, Selangor	RM 425,881MUST SEE	Landed4 beds3 bathRM -- sqft
299	Cyberjaya	Persiaran Apec, Persiaran Multimedia, Cyberjaya, Selangor	RM 445,887MUST SEE	Landed4 beds3 bathRM -- sqft
300	Pandan Jaya	Jalan Pandan Jaya, Pandan Jaya, Selangor	RM 553,000MUST SEE	Non Landed3 beds3 bathRM 480/sqft1,150 sqft
301	Pandan Jaya	Jalan Pandan Jaya, Pandan Jaya, Selangor	RM 553,000MUST SEE	Non Landed3 beds3 bathRM 480/sqft1,150 sqft
302	EkoCheras	Jalan Cheras, Cheras, Kuala Lumpur	RM 435,000MUST SEE	Non Landed3 beds2 bath1 carparkRM 435/sqft1,000 sqft
303	EkoCheras	Jalan Cheras, Cheras, Kuala Lumpur	RM 435,000MUST SEE	Non Landed3 beds2 bath1 carparkRM 435/sqft1,000 sqft
304	EkoCheras	Jalan Cheras, Cheras, Kuala Lumpur	RM 235,000MUST SEE	Non Landed2 beds2 bathRM 470/sqft500 sqft
305	Taman Desa Cheras	Jalan 13/154d, Taman Desa Cheras, Cheras, Kuala Lumpur	RM 435,000MUST SEE	Non Landed3 beds3 bathRM 399/sqft1,090 sqft
306	Taman Muda	Taman Muda, Cheras, Selangor	RM 435,000MUST SEE	Non Landed3 beds3 bathRM 435/sqft1,000 sqft
307	Taman Maluri	Jalan Wira, Cheras, Kuala Lumpur	RM 450,000MUST SEE	Non Landed3 beds2 bath1 carparkRM 450/sqft1,000 sqft
308	Taman Midah	Jalan Midah, Cheras, Kuala Lumpur	RM 430,000MUST SEE	Non Landed3 beds2 bath1 carparkRM 430/sqft1,000 sqft
309	Taman Sri Serdang	Off Jalan Raya 3, Seri Kembangan, Selangor	RM 315,000MUST SEE	Non Landed3 beds2 bathRM 286/sqft1,100 sqft
310	Pusat Bandar Puchong	Jalan Puchong, Bandar Puteri Puchong, Selangor	RM 330,000MUST SEE	Non Landed3 beds2 bath2 carparkRM 275/sqft1,200 sqft
311	Pavilion Suites Kuala Lumpur	Jalan Bukit Bintang, KL City, Kuala Lumpur	RM 260,000MUST SEE	Non Landed2 beds2 bathRM 472/sqft550 sqft
312	Bandar Puteri Puchong	Jalan Puteri, Bandar Puteri Puchong, Selangor	RM 230,000MUST SEE	Non Landed2 beds2 bath1 carparkRM 460/sqft500 sqft
313	Bandar Puteri Puchong	Jalan Puteri, Bandar Puteri Puchong, Selangor	RM 250,000MUST SEE	Non Landed2 beds2 bath1 carparkRM 357/sqft700 sqft
314	[Twin Studio] Investment Condo RM235K beside Uni	Jalan Sunsuria, Sepang, Selangor	RM 235,000MUST SEE	Non Landed2 beds2 bath1 carparkRM 470/sqft500 sqft
315	199K 2rooms | 100% Full Loan | X Downpayment | 900 Installments	Jalan Salak Tinggi, Sepang, Selangor	RM 199,000MUST SEE	Non Landed2 beds2 bath1 carparkRM 414/sqft480 sqft
316	Cyberjaya	Persiaran Apec, Persiaran Multimedia, Cyberjaya, Selangor	RM 298,000MUST SEE	Non Landed3 beds2 bath1 carparkRM 248/sqft1,200 sqft
317	Taman OUG	Jalan Hujan Gerimis, Taman Overseas Union Garden, Taman OUG, Kuala Lumpur	RM 430,000MUST SEE	Non Landed3 beds2 bath1 carparkRM 477/sqft900 sqft
318	Taman Kosas	Jalan Kosas, Ampang, Selangor	RM 568,000MUST SEE	Non Landed3 beds3 bathRM 420/sqft1,350 sqft
319	RM60K CASHBACK + FULL LOAN AIRBNB & Student Market	Jalan Ampang, Ampang, Kuala Lumpur	RM 250,000MUST SEE	Non Landed2 beds2 bathRM 454/sqft550 sqft
320	KL Semi-D Low Density Condo 1280sf 10 min KLCC	Jalan Sultan Abdul Samad, Brickfields, Kuala Lumpur	RM 573,000MUST SEE	Non Landed3 beds3 bathRM 458/sqft1,250 sqft
321	Taman Pandan Indah	Jalan Pandan Indah, Pandan Indah, Selangor	RM 520,000MUST SEE	Non Landed3 beds3 bathRM 520/sqft1,000 sqft
322	Taman Pandan Indah	Jalan Pandan Indah, Pandan Indah, Selangor	RM 569,000MUST SEE	Non Landed3 beds3 bathRM 421/sqft1,350 sqft
323	Taman Pandan Mewah	Ampang, Pandan Indah, Selangor	RM 555,888MUST SEE	Non Landed3 beds3 bathRM 467/sqft1,190 sqft
324	Taman Ampang Hilir	Jalan Ampang Hilir, Ampang Hilir, Kuala Lumpur	RM 553,000MUST SEE	Non Landed3 beds3 bathRM 464/sqft1,190 sqft
325	BEST Feng Shui Luxury Condo + Big Layout 990sqft 	Jalan Mid Valley, Mid Valley City, Kuala Lumpur	RM 530,000MUST SEE	Non Landed3 beds3 bath2 carparkRM 481/sqft1,100 sqft
326	Novum @ Bangsar South	Jalan Kerinchi Kiri 2, Pantai Dalam/Kerinchi, Kuala Lumpur	RM 515,000MUST SEE	Non Landed3 beds3 bath2 carparkRM 515/sqft1,000 sqft
327	RM1500 INSTALLMENT with size 1000sqft	Jalan Bangar, Bangsar South, Kuala Lumpur	RM 508,000MUST SEE	Non Landed3 beds3 bath2 carparkRM 461/sqft1,100 sqft
328	3 Min To Mid Valley RESIDENTIAL TITLE Full Furnish	Bangsar South, Kuala Lumpur	RM 500,000MUST SEE	Non Landed3 beds2 bath2 carparkRM 523/sqft955 sqft
329	X Down Payment | WALK 2 MRT | 80% Furnished	Jalan Cheras, Cheras, Selangor	RM 430,000MUST SEE	Non Landed3 beds2 bath1 carparkRM 449/sqft957 sqft
330	Rm228k with 2room Beside University	Cheras, Kuala Lumpur	RM 228,000MUST SEE	Non Landed2 beds2 bath2 carparkRM 394/sqft578 sqft
331	Monthly Earn RM800  | Next 2 University & Mall | X Downpayment	Jalan Cheras, Cheras, Selangor	RM 230,000MUST SEE	Non Landed2 beds2 bath1 carparkRM 481/sqft478 sqft
332	Taman Bukit Serdang	Jalan BS, Seri Kembangan, Selangor	RM 250,000MUST SEE	Non Landed2 beds2 bath1 carparkRM 500/sqft500 sqft
